monthly_rent,category_id,property_type,rooms,bathroom,size,furnished,facilities,additional_facilities,state,region,publishedDatetime,ads_id,latitude,longitude,address
RM 950 per month,"House, For rent",Others,3,1,800 sq.ft.,Not Furnished,,,Kuala Lumpur,Gombak,2025-01-26 10:20,109929078,,,
"RM 1,100 per month","House, For rent",2-storey Terraced House,4,3,1400 sq.ft.,Partially Furnished,,,Selangor,Rawang,2025-01-26 10:19,108593283,,,
"RM 1,000 per month","Apartment / Condominium, For rent",Studio,1,1,363 sq.ft.,Fully Furnished,"Security, Playground, Lift","Air-Cond, Near KTM/LRT",Selangor,Damansara Perdana,2025-01-26 10:18,106200752,3.1682125,101.61253124999999,"Jalan PJU 8/8, Damansara Perdana, Selangor"
"RM 1,600 per month","House, For rent",Townhouse,3,3,1 sq.ft.,Fully Furnished,,,Sarawak,Kuching,2025-01-26 10:10,109928905,,,
"RM 1,000 per month","House, For rent",1-storey Terraced House,4,3,1400 sq.ft.,Not Furnished,,,Melaka,Paya Rumput,2025-01-26 10:10,109928901,,,
"RM 1,700 per month","Apartment / Condominium, For rent",Service Residence,3,2,930 sq.ft.,Partially Furnished,"Parking, Playground, Security, Multipurpose hall, Swimming Pool, Gymnasium",,Kuala Lumpur,Setapak,2025-01-26 10:10,109834873,,,"Jalan Kuraman, Kampung Kuantan, Setapak, Kuala Lumpur"
"RM 2,000 per month","Apartment / Condominium, For rent",Condominium,3,2,1030 sq.ft.,Fully Furnished,"Playground, Jogging Track, Multipurpose hall, Parking, Swimming Pool, Lift, Barbeque area, Security, Gymnasium","Air-Cond, Washing Machine, Cooking Allowed, Internet",Penang,Batu Kawan,2025-01-26 10:10,109928900,5.23660974338571,100.4332651109698,"Persiaran Cassia Barat 6, Bandar Cassia, Batu Kawan, Penang"
"RM 1,600 per month","Apartment / Condominium, For rent",Condominium,3,2,900 sq.ft.,Fully Furnished,"Barbeque area, Minimart, Jogging Track, Tennis Court, Squash Court, Sauna, Security, Playground, Swimming Pool, Gymnasium, Parking","Air-Cond, Cooking Allowed, Washing Machine",Penang,Bayan Lepas,2025-01-26 10:10,109928899,5.336767940004336,100.3083403767963,"Persiaran Bayan Indah, Bayan Lepas, Penang"
RM 850 per month,"House, For rent",Semi-Detached House,3,2,3540 sq.ft.,Not Furnished,"Parking, Playground",Cooking Allowed,Perak,Parit Buntar,2025-01-26 10:10,109928889,,,
"RM 2,000 per month","House, For rent",2-storey Terraced House,4,4,1170 sq.ft.,Partially Furnished,,,Johor,Johor Bahru,2025-01-26 10:10,109928799,,,
"RM 2,000 per month","Apartment / Condominium, For rent",Condominium,4,3,1450 sq.ft.,Partially Furnished,"Security, Parking, Playground, Barbeque area, Multipurpose hall, Swimming Pool, Lift",,Putrajaya,Putrajaya,2025-01-26 10:10,109928809,,,"Jalan P11h/1, Precinct 11, Putrajaya, Putrajaya"
"RM 1,600 per month","Apartment / Condominium, For rent",Service Residence,2,1,658 sq.ft.,Fully Furnished,"Multipurpose hall, Gymnasium, Tennis Court, Barbeque area, Security, Playground, Swimming Pool, Parking, Minimart",,Johor,Johor Bahru,2025-01-26 10:10,109928807,1.5485848,103.78234284999999,"Jalan Austin Perdana 1, Taman Mount Austin, Johor Bahru, Johor"
"RM 1,600 per month","Apartment / Condominium, For rent",Service Residence,2,1,661 sq.ft.,Fully Furnished,"Playground, Gymnasium, Parking, Security, Lift, Barbeque area, Multipurpose hall, Swimming Pool",,Johor,Johor Bahru,2025-01-26 10:10,109928804,,,"Jalan Seri Austin 1/17, Taman Seri Austin, Off Jalan Seri Austin 1, Johor Bahru, Johor"
"RM 6,800 per month","Apartment / Condominium, For rent",Service Residence,4,3,1425 sq.ft.,Partially Furnished,"Gymnasium, Lift, Parking, Security, Tennis Court, Jogging Track, Swimming Pool",,Johor,Johor Bahru,2025-01-26 10:10,109928786,,,"Jalan Tenteram, Tanjung Puteri, Johor Bahru, Johor"
"RM 1,500 per month","Apartment / Condominium, For rent",Condominium,3,2,900 sq.ft.,Partially Furnished,"Security, Parking, Lift, Playground",,Kuala Lumpur,Sentul,2025-01-26 10:10,109928780,,,"Jalan 7/48A, Bandar Baru Sentul, Sentul, Kuala Lumpur"
"RM 1,800 per month","House, For rent",2-storey Terraced House,4,3,1800 sq.ft.,Fully Furnished,Security,"Air-Cond, Cooking Allowed, Washing Machine",Penang,Simpang Ampat,2025-01-26 10:09,109928885,,,
"RM 1,600 per month","Apartment / Condominium, For rent",Condominium,3,3,1022 sq.ft.,Fully Furnished,"Playground, Swimming Pool, Gymnasium, Club house, Jogging Track, Multipurpose hall, Parking, Security, Lift","Air-Cond, Cooking Allowed, Washing Machine",Selangor,Kajang,2025-01-26 10:09,109928882,,,"Persiaran Tropicana Heights 1B, Bandar Teknologi Kajang, Kajang, Selangor"
"RM 2,000 per month","Apartment / Condominium, For rent",Condominium,2,2,1050 sq.ft.,Fully Furnished,"Jogging Track, Multipurpose hall, Security, Swimming Pool, Squash Court, Gymnasium, Barbeque area, Sauna, Playground, Club house",,Penang,Georgetown,2025-01-26 10:09,109928878,,,"Jalan Dato Keramat, Georgetown, Penang"
"RM 1,300 per month","Apartment / Condominium, For rent",Service Residence,1,1,435 sq.ft.,Fully Furnished,"Parking, Security, Swimming Pool, Multipurpose hall, Lift, Gymnasium, Playground",,Melaka,Melaka Raya,2025-01-26 10:09,109928872,,,"Off Jalan Syed Abdul Aziz, Melaka Raya, Melaka"
"RM 2,000 per month","House, For rent",2-storey Terraced House,4,3,1980 sq.ft.,Fully Furnished,,,Melaka,Ujong Pasir,2025-01-26 10:08,109928867,,,
"RM 1,200 per month","House, For rent",2-storey Terraced House,4,3,1170 sq.ft.,Not Furnished,Parking,,Johor,Kulai,2025-01-27 10:08,109928033,,,
"RM 1,150 per month","Apartment / Condominium, For rent",Apartment,3,2,850 sq.ft.,Partially Furnished,"Parking, Playground, Multipurpose hall, Swimming Pool, Gymnasium, Lift, Security, Minimart","Air-Cond, Cooking Allowed",Sabah,Kota Kinabalu,2025-01-26 10:04,109161888,,,"Jalan Darau, Kampung Darau, Kota Kinabalu, Sabah"
"RM 3,450 per month","Apartment / Condominium, For rent",Service Residence,2,2,750 sq.ft.,Fully Furnished,"Sauna, Swimming Pool, Lift, Gymnasium, Security, Parking",,Kuala Lumpur,KLCC,2025-01-26 10:03,109586655,,,"Jalan P. Ramlee, KLCC, Kuala Lumpur"
"RM 4,000 per month","Apartment / Condominium, For rent",Condominium,3,2,798 sq.ft.,Fully Furnished,"Parking, Swimming Pool, Security, Gymnasium, Lift","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur,KLCC,2025-01-26 10:03,109495348,,,"Jalan Kia Peng, Off Jalan Raja Chulan, KLCC, Kuala Lumpur"
"RM 4,300 per month","House, For rent",2-storey Terraced House,4,4,2329 sq.ft.,Partially Furnished,,,Johor,Johor Bahru,2025-01-26 10:01,109928827,,,
RM 990 per month,"House, For rent",2-storey Terraced House,4,3,1800 sq.ft.,Not Furnished,"Security, Playground, Jogging Track",Cooking Allowed,Kedah,Sungai Petani,2025-01-26 09:59,109475280,,,
"RM 1,800 per month","Apartment / Condominium, For rent",Apartment,3,2,1063 sq.ft.,Fully Furnished,"Playground, Security, Parking, Lift, Minimart",Cooking Allowed,Negeri Sembilan,Nilai,2025-01-26 09:59,109676318,,,"Persiaran Perbandaran, Taman Desa Anggerik, Nilai, Negeri Sembilan"
"RM 1,500 per month","House, For rent",2-storey Terraced House,4,3,2400 sq.ft.,Fully Furnished,"Parking, Security, Playground, Minimart, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine",Negeri Sembilan,Bandar Sri Sendayan,2025-01-26 09:58,108832542,,,
"RM 2,100 per month","House, For rent",2-storey Terraced House,4,4,2445 sq.ft.,Partially Furnished,"Parking, Security, Playground, Minimart, Jogging Track","Cooking Allowed, Near KTM/LRT",Negeri Sembilan,Nilai,2025-01-26 09:57,109696114,,,
"RM 2,300 per month","Apartment / Condominium, For rent",Service Residence,4,3,1300 sq.ft.,Partially Furnished,"Security, Swimming Pool, Gymnasium, Parking, Playground, Multipurpose hall, Barbeque area, Squash Court, Lift, Minimart","Cooking Allowed, Air-Cond",Negeri Sembilan,Nilai,2025-01-26 09:52,109921513,,,"Off Jalan Kuarters KLIA, Taman Memancing Istana Bunian, Nilai, Negeri Sembilan"
"RM 2,300 per month","Apartment / Condominium, For rent",Service Residence,3,2,950 sq.ft.,Partially Furnished,"Security, Playground, Multipurpose hall, Parking, Lift, Barbeque area, Minimart, Swimming Pool, Gymnasium","Air-Cond, Cooking Allowed",Selangor,Ampang,2025-01-26 09:50,109928645,,,"Off Jalan Melawati 4, Taman Melawati, Ampang, Selangor"
"RM 2,700 per month","Apartment / Condominium, For rent",Service Residence,3,2,1155 sq.ft.,Fully Furnished,"Gymnasium, Lift, Parking, Swimming Pool, Playground, Jogging Track, Security, Sauna, Barbeque area, Minimart, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Selangor,Cheras,2025-01-26 09:50,109928644,,,"Jalan Akasa, Akasa Cheras Selatan, Cheras, Selangor"
RM 800 per month,"Apartment / Condominium, For rent",Apartment,3,2,680 sq.ft.,Not Furnished,"Security, Lift, Minimart",,Selangor,Puchong,2025-01-27 09:48,109613599,3.0494947983739853,101.64019453027998,"Jalan Kinrara 6F, Bandar Kinrara, Puchong, Selangor"
"RM 1,300 per month","House, For rent",2-storey Terraced House,4,3,1540 sq.ft.,Partially Furnished,"Parking, Security","Air-Cond, Cooking Allowed",Selangor,Puncak Alam,2025-01-26 09:45,109928676,,,
"RM 1,800 per month","House, For rent",1-storey Terraced House,3,2,2240 sq.ft.,Not Furnished,,Cooking Allowed,Sabah,Putatan,2025-01-26 09:32,109812552,,,
RM 850 per month,"House, For rent",1-storey Terraced House,3,2,1200 sq.ft.,Not Furnished,,,Negeri Sembilan,Rembau,2025-01-26 09:30,108316018,,,
"RM 1,880 per month","House, For rent",Semi-Detached House,5,4,2800 sq.ft.,Fully Furnished,"Parking, Minimart, Jogging Track, Multipurpose hall, Security, Playground","Air-Cond, Cooking Allowed, Washing Machine",Negeri Sembilan,Ampangan,2025-01-26 09:30,109928593,,,
"RM 2,400 per month","House, For rent",1-storey Terraced House,4,2,1540 sq.ft.,Not Furnished,,,Johor,Johor Bahru,2025-01-26 09:30,109928592,,,
"RM 1,500 per month","House, For rent",Townhouse,3,2,1000 sq.ft.,Fully Furnished,,,Melaka,Melaka Tengah,2025-01-26 09:30,109150631,,,
"RM 2,200 per month","Apartment / Condominium, For rent",Condominium,4,2,1180 sq.ft.,Fully Furnished,"Lift, Playground, Gymnasium, Security, Multipurpose hall, Swimming Pool, Barbeque area, Parking, Jogging Track, Sauna, Minimart, Tennis Court","Air-Cond, Cooking Allowed, Washing Machine",Penang,Batu Kawan,2025-01-26 09:30,109928604,5.23660974338571,100.4332651109698,"Persiaran Cassia Barat 6, Bandar Cassia, Batu Kawan, Penang"
"RM 1,300 per month","Apartment / Condominium, For rent",Condominium,1,1,516 sq.ft.,Fully Furnished,"Lift, Sauna, Multipurpose hall, Parking, Security, Playground, Barbeque area, Swimming Pool",Air-Cond,Melaka,Melaka City,2025-01-26 09:30,109928598,2.203904329059285,102.23762939830083,"Jalan Siantan 2/6, Taman Kenanga Seksyen 3, Melaka City, Melaka"
RM 800 per month,"Apartment / Condominium, For rent",Others,1,1,300 sq.ft.,Fully Furnished,Parking,Air-Cond,Selangor,Petaling Jaya,2025-01-26 09:30,109928597,3.1146969,101.6379485,"Section 13, Petaling Jaya, Selangor"
"RM 2,500 per month","House, For rent",2-storey Terraced House,4,3,2160 sq.ft.,Partially Furnished,,,Johor,Skudai,2025-01-26 09:30,109928608,,,
"RM 2,300 per month","House, For rent",2-storey Terraced House,4,3,1680 sq.ft.,Fully Furnished,,,Melaka,Melaka Tengah,2025-01-26 09:30,109928605,,,
"RM 1,900 per month","Apartment / Condominium, For rent",Condominium,3,2,908 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Gymnasium","Air-Cond, Washing Machine, Cooking Allowed",Melaka,Klebang,2025-01-26 09:30,109928609,,,"Jalan Anggerik 1, Taman Anggerik, Klebang, Melaka"
"RM 1,400 per month","Apartment / Condominium, For rent",Condominium,3,2,1000 sq.ft.,Partially Furnished,"Barbeque area, Security, Parking, Playground, Lift, Swimming Pool, Minimart, Multipurpose hall","Near KTM/LRT, Cooking Allowed, Air-Cond",Kuala Lumpur,Jalan Ipoh,2025-01-26 09:28,109398477,,,"Jalan Kasipillay, Off Jalan Sultan Azlan Shah, Jalan Ipoh, Kuala Lumpur"
"RM 1,500 per month","Apartment / Condominium, For rent",Condominium,3,3,1210 sq.ft.,Partially Furnished,"Playground, Multipurpose hall, Swimming Pool, Lift, Barbeque area, Security, Gymnasium, Parking, Minimart","Air-Cond, Cooking Allowed",Selangor,Selayang,2025-01-26 09:25,109928560,,,"Persiaran Selayang Heights, Selayang Heights, Selayang, Selangor"
"RM 2,500 per month","House, For rent",2-storey Terraced House,4,3,1540 sq.ft.,Fully Furnished,,,Melaka,Melaka Tengah,2025-01-26 09:25,109150622,,,
"RM 2,800 per month","House, For rent",3-storey Terraced House,4,5,2989 sq.ft.,Fully Furnished,"Security, Swimming Pool, Playground, Gymnasium","Air-Cond, Cooking Allowed",Melaka,Klebang,2025-01-26 09:25,109131926,,,
"RM 1,350 per month","House, For rent",2-storey Terraced House,3,2,1170 sq.ft.,Fully Furnished,,"Air-Cond, Cooking Allowed",Melaka,Durian Tunggal,2025-01-26 09:25,109130815,,,
"RM 2,400 per month","Apartment / Condominium, For rent",Service Residence,3,2,872 sq.ft.,Fully Furnished,"Swimming Pool, Barbeque area, Multipurpose hall, Playground, Security, Lift, Parking, Gymnasium",,Johor,Johor Bahru,2025-01-26 09:25,109928583,1.5181054419499596,103.69067002883982,"Jalan Segenting, Taman Bukit Mewah, Johor Bahru, Johor"
"RM 2,200 per month","Apartment / Condominium, For rent",Condominium,3,3,1450 sq.ft.,Partially Furnished,"Jogging Track, Lift, Barbeque area, Parking, Security, Swimming Pool, Gymnasium, Playground, Sauna",,Penang,Tanjong Tokong,2025-01-26 09:25,109928579,,,"Halaman Halia, Taman Evergreen, Tanjong Tokong, Penang"
"RM 2,500 per month","Apartment / Condominium, For rent",Service Residence,3,2,750 sq.ft.,Fully Furnished,"Barbeque area, Minimart, Swimming Pool, Jogging Track, Multipurpose hall, Playground, Gymnasium, Parking, Security","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Selangor,Petaling Jaya,2025-01-26 09:25,109928569,3.136534071795246,101.61430211315547,"Lorong Masjid 1, Kampung Sungai Kayu Ara, Petaling Jaya, Selangor"
"RM 1,300 per month","Apartment / Condominium, For rent",Apartment,3,2,916 sq.ft.,Partially Furnished,"Playground, Gymnasium, Parking, Security, Swimming Pool, Barbeque area, Multipurpose hall",,Selangor,Batu Caves,2025-01-26 09:19,108207271,,,"Jalan SH 1/3, Off Persiaran Selayang Heights, Batu Caves, Selangor"
"RM 1,000 per month","Apartment / Condominium, For rent",Apartment,3,3,720 sq.ft.,Fully Furnished,"Parking, Playground, Minimart",,Selangor,Rawang,2025-01-26 09:15,109928441,,,"Persiaran Lembah Hijau 4, Bandar Tasik Puteri, Rawang, Selangor"
"RM 1,380 per month","Apartment / Condominium, For rent",Condominium,1,1,645 sq.ft.,Fully Furnished,"Parking, Gymnasium, Swimming Pool, Barbeque area, Security, Minimart, Playground, Lift, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Selangor,Petaling Jaya,2025-01-26 09:11,109928554,3.104806421141125,101.59922701297306,"Jalan SS 6/12, Kelana Jaya, Petaling Jaya, Selangor"
RM 700 per month,"House, For rent",Terraced House,3,3,1400 sq.ft.,Partially Furnished,Minimart,"Air-Cond, Cooking Allowed",Pahang,Kuantan,2025-01-26 09:11,109928552,,,
"RM 1,800 per month","Apartment / Condominium, For rent",Condominium,2,1,800 sq.ft.,Partially Furnished,"Parking, Jogging Track, Security, Lift, Squash Court, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,Bangsar,2025-01-26 09:11,109928551,3.1234061841291374,101.67281225106743,"Jalan Tandok, Bangsar, Kuala Lumpur"
"RM 2,200 per month","Apartment / Condominium, For rent",Apartment,3,2,900 sq.ft.,Partially Furnished,"Parking, Security, Lift, Playground, Minimart, Multipurpose hall","Cooking Allowed, Near KTM/LRT",Kuala Lumpur,Mid Valley City,2025-01-26 09:11,109928550,,,"Off PJ Bangsar Bypass, Mid Valley City, Kuala Lumpur"
RM 500 per month,"House, For rent",Terraced House,3,2,1400 sq.ft.,Not Furnished,,,Kelantan,Kok Lanas,2025-01-26 09:10,109928545,,,
RM 799 per month,"Apartment / Condominium, For rent",Flat,3,1,680 sq.ft.,Not Furnished,"Security, Parking",Cooking Allowed,Johor,Permas Jaya,2025-01-26 09:10,109928418,1.5012725450684516,103.82706735661814,"Jalan Permas 7/13, Bandar Baru Permas Jaya, Permas Jaya, Johor"
RM 800 per month,"House, For rent",2-storey Terraced House,4,3,1 sq.ft.,Not Furnished,"Playground, Minimart, Jogging Track",,Kedah,Sungai Petani,2025-01-26 09:09,109928537,,,
"RM 1,100 per month","House, For rent",2-storey Terraced House,4,3,1750 sq.ft.,Not Furnished,"Parking, Playground, Minimart","Air-Cond, Cooking Allowed",Negeri Sembilan,Seremban,2025-01-26 09:09,109928535,,,
"RM 4,500 per month","House, For rent",Townhouse,4,4,2270 sq.ft.,Fully Furnished,,"Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Sabah,Kota Kinabalu,2025-01-26 09:08,109912628,,,
"RM 1,900 per month","Apartment / Condominium, For rent",Condominium,3,2,1300 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall","Near KTM/LRT, Air-Cond, Washing Machine, Internet, Cooking Allowed",Selangor,Shah Alam,2025-01-26 09:08,109928530,3.0587106,101.4953899,"Seksyen 16, Shah Alam, Selangor"
"RM 2,700 per month","House, For rent",Bungalow House,5,3,8191 sq.ft.,Partially Furnished,"Parking, Security, Playground, Minimart","Air-Cond, Cooking Allowed",Melaka,Bukit Katil,2025-01-26 09:08,109928522,,,
"RM 1,100 per month","Apartment / Condominium, For rent",Apartment,3,2,850 sq.ft.,Partially Furnished,"Swimming Pool, Security, Gymnasium, Parking, Playground, Barbeque area, Multipurpose hall, Minimart, Jogging Track, Lift, Tennis Court",Cooking Allowed,Selangor,Puncak Alam,2025-01-26 09:07,109729723,,,"Bandar Alam Suria, Puncak Alam, Selangor"
"RM 1,700 per month","Apartment / Condominium, For rent",Service Residence,3,2,928 sq.ft.,Partially Furnished,"Gymnasium, Security, Parking, Playground, Swimming Pool, Multipurpose hall, Lift, Barbeque area, Minimart, Jogging Track","Cooking Allowed, Near KTM/LRT",Kuala Lumpur,Setapak,2025-01-26 09:07,109928517,,,"Jalan Kuraman, Kampung Kuantan, Setapak, Kuala Lumpur"
"RM 1,000 per month","Apartment / Condominium, For rent",Apartment,3,2,810 sq.ft.,Not Furnished,"Parking, Security, Playground, Multipurpose hall",,Selangor,Semenyih,2025-01-26 09:07,109928516,2.922950469162594,101.85062415220165,"Jalan Ecohill 1/2, Setia Ecohill, Semenyih, Selangor"
"RM 1,250 per month","Apartment / Condominium, For rent",Condominium,3,2,850 sq.ft.,Not Furnished,"Gymnasium, Jogging Track, Playground, Security, Swimming Pool, Parking, Club house, Minimart, Barbeque area, Lift, Multipurpose hall",Near KTM/LRT,Kuala Lumpur,Sentul,2025-01-27 10:12,109917624,,,"Off Jalan Dato Senu 26, Taman Sentul Utama, Sentul, Kuala Lumpur"
"RM 1,800 per month","House, For rent",2-storey Terraced House,4,4,1800 sq.ft.,Not Furnished,"Parking, Jogging Track, Playground","Air-Cond, Near KTM/LRT",Negeri Sembilan,Seremban,2025-01-26 09:07,109928512,,,
"RM 1,300 per month","House, For rent",Townhouse,3,2,1650 sq.ft.,Not Furnished,"Parking, Security, Playground, Barbeque area, Multipurpose hall, Tennis Court, Jogging Track",,Selangor,Puncak Alam,2025-01-26 09:07,109730091,,,
