monthly_rent,category_id,property_type,rooms,bathroom,size,furnished,facilities,additional_facilities,address,state,region,publishedDatetime,scrape_date,ads_id,latitude,longitude
RM 650 per month,"Apartment / Condominium, For rent",Apartment,3,2,650 sq.ft.,Not Furnished,"Security, Playground, Minimart","Cooking Allowed, Near KTM/LRT","Jalan PJU 10/1b, Damansara Damai, Selangor",Selangor,Damansara Damai,2025-02-06 10:10,2025-02-06,109910343,3.1968549098831303,101.59554820607224
"RM 1,500 per month","Apartment / Condominium, For rent",Condominium,1,1,468 sq.ft.,Fully Furnished,"Security, Sauna, Gymnasium, Parking, Jogging Track, Swimming Pool, Lift, Barbeque area, Multipurpose hall, Playground",,"Jalan Petanak, Kuching, Sarawak",Sarawak,Kuching,2025-02-06 10:10,2025-02-06,110026197,1.5559923,110.3614301
"RM 1,300 per month","Apartment / Condominium, For rent",Service Residence,1,1,520 sq.ft.,Fully Furnished,"Security, Minimart, Gymnasium, Lift, Parking, Playground, Swimming Pool","Air-Cond, Cooking Allowed, Near KTM/LRT","Persiaran Subang Permai, Subang Jaya, Selangor",Selangor,Subang Jaya,2025-02-06 10:10,2025-02-06,110026192,3.0580121,101.5965379
"RM 1,000 per month","Apartment / Condominium, For rent",Apartment,3,2,700 sq.ft.,Partially Furnished,Parking,,"Lintang Lembah Permai 2, Taman Seri Setia, Tanjung Bungah, Penang",Penang,Tanjung Bungah,2025-02-06 10:10,2025-02-06,110026017,,
"RM 1,700 per month","House, For rent",2-storey Terraced House,4,3,1898 sq.ft.,Partially Furnished,"Parking, Security, Playground, Swimming Pool, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Squash Court",Cooking Allowed,,Selangor,Telok Panglima Garang,2025-02-06 10:10,2025-02-06,108378651,,
"RM 1,800 per month","Apartment / Condominium, For rent",Apartment,2,2,1280 sq.ft.,Fully Furnished,"Playground, Jogging Track, Parking, Gymnasium, Lift, Club house, Swimming Pool, Barbeque area, Security, Sauna, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine, Internet","Jalan Kempas Utama 2/6, Taman Kempas Utama, Johor Bahru, Johor",Johor,Johor Bahru,2025-02-06 10:10,2025-02-06,110026080,1.5483788,103.7057524
"RM 1,400 per month","Apartment / Condominium, For rent",Apartment,3,2,830 sq.ft.,Fully Furnished,"Security, Swimming Pool, Playground, Parking, Lift, Multipurpose hall, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine","No.4, Jalan Setia Gemilang U13/45C, Seksyen U13, Setia Alam, Selangor",Selangor,Setia Alam,2025-02-06 10:09,2025-02-06,109302914,3.131853597195424,101.47140998572945
"RM 1,550 per month","Apartment / Condominium, For rent",Service Residence,1,1,403 sq.ft.,Fully Furnished,"Security, Lift, Swimming Pool, Jogging Track, Parking, Playground, Barbeque area, Multipurpose hall, Minimart, Gymnasium",,"Jalan Bukit Aliff Utama, Taman Damansara Aliff, Tampoi, Johor",Johor,Tampoi,2025-02-06 10:09,2025-02-06,110026183,,
"RM 1,600 per month","Apartment / Condominium, For rent",Service Residence,3,2,967 sq.ft.,Partially Furnished,"Gymnasium, Playground, Swimming Pool",,"Jalan Desa Utama, Bandar Country Homes, Rawang, Selangor",Selangor,Rawang,2025-02-06 10:09,2025-02-06,110026180,,
"RM 1,600 per month","House, For rent",2-storey Terraced House,4,3,1200 sq.ft.,Partially Furnished,,,,Selangor,Rawang,2025-02-06 10:08,2025-02-06,110026177,,
"RM 1,800 per month","House, For rent",2-storey Terraced House,4,3,1300 sq.ft.,Partially Furnished,,,,Selangor,Rawang,2025-02-06 10:08,2025-02-06,110026168,,
"RM 5,500 per month","House, For rent",Semi-Detached House,5,5,2627 sq.ft.,Fully Furnished,,,,Selangor,Rawang,2025-02-06 10:08,2025-02-06,110026167,,
"RM 1,350 per month","House, For rent",1-storey Terraced House,3,2,1170 sq.ft.,Partially Furnished,,,,Selangor,Batang Kali,2025-02-06 10:08,2025-02-06,110026165,,
"RM 2,200 per month","House, For rent",2-storey Terraced House,4,3,1650 sq.ft.,Fully Furnished,,,,Selangor,Rawang,2025-02-06 10:07,2025-02-06,110026159,,
"RM 1,100 per month","Apartment / Condominium, For rent",Service Residence,1,1,500 sq.ft.,Fully Furnished,"Playground, Swimming Pool, Gymnasium, Jogging Track, Minimart, Squash Court, Lift, Barbeque area, Sauna, Parking, Security, Tennis Court, Club house","Air-Cond, Near KTM/LRT, Washing Machine","Jalan Teknokrat 1, Cyberjaya, Selangor",Selangor,Cyberjaya,2025-02-06 10:07,2025-02-06,110026158,2.942017447705054,101.66283866369776
"RM 1,300 per month","Apartment / Condominium, For rent",Condominium,2,2,808 sq.ft.,Fully Furnished,"Playground, Lift, Multipurpose hall, Security, Swimming Pool, Gymnasium, Club house, Parking, Barbeque area",,"Pusat Perniagaan Pengkalan Putra, Off Jalan Pasir Puteh, Ipoh, Perak",Perak,Ipoh,2025-02-06 10:07,2025-02-06,109291814,,
"RM 1,000 per month","Apartment / Condominium, For rent",Condominium,3,2,981 sq.ft.,Not Furnished,"Barbeque area, Security, Club house, Parking, Swimming Pool, Gymnasium",,"Jalan Meru Raya, Persiaran Meru Utama, Ipoh, Perak",Perak,Ipoh,2025-02-06 10:07,2025-02-06,109291822,,
"RM 3,700 per month","House, For rent",Semi-Detached House,4,4,2625 sq.ft.,Fully Furnished,,,,Selangor,Rawang,2025-02-06 10:06,2025-02-06,110026141,,
"RM 1,550 per month","Apartment / Condominium, For rent",Condominium,4,2,940 sq.ft.,Partially Furnished,"Parking, Swimming Pool, Gymnasium, Jogging Track, Security, Playground, Barbeque area, Multipurpose hall, Lift, Sauna, Minimart, Squash Court, Tennis Court","Near KTM/LRT, Cooking Allowed, Air-Cond","Jalan Gombak, Batu 4, Kampung Kuantan, Setapak, Kuala Lumpur",Kuala Lumpur,Setapak,2025-02-06 10:06,2025-02-06,109819577,,
"RM 1,000 per month","Apartment / Condominium, For rent",Condominium,3,1,600 sq.ft.,Fully Furnished,"Minimart, Club house, Security, Tennis Court, Sauna, Swimming Pool, Squash Court, Barbeque area, Jogging Track, Lift","Air-Cond, Near KTM/LRT","Jalan Teknokrat 1, Cyberjaya, Selangor",Selangor,Cyberjaya,2025-02-06 10:06,2025-02-06,108761119,2.942017447705054,101.66283866369776
"RM 2,400 per month","Apartment / Condominium, For rent",Service Residence,3,3,884 sq.ft.,Fully Furnished,"Playground, Gymnasium, Jogging Track, Security, Swimming Pool, Barbeque area, Multipurpose hall, Club house, Lift, Parking","Air-Cond, Cooking Allowed, Washing Machine","Jalan Radin Anum 1, Sri Petaling, Kuala Lumpur",Kuala Lumpur,Sri Petaling,2025-02-06 10:06,2025-02-06,109787527,3.0672594137729954,101.69298510272485
"RM 1,500 per month","House, For rent",2-storey Terraced House,4,4,1800 sq.ft.,Not Furnished,"Security, Jogging Track, Playground",,,Kedah,Sungai Petani,2025-02-06 10:06,2025-02-06,110026129,,
"RM 2,199 per month","House, For rent",2-storey Terraced House,4,3,1500 sq.ft.,Partially Furnished,,,,Selangor,Bandar Sungai Long,2025-02-06 10:06,2025-02-06,109939558,,
"RM 1,800 per month","Apartment / Condominium, For rent",Condominium,2,2,980 sq.ft.,Fully Furnished,"Swimming Pool, Gymnasium, Security, Minimart, Jogging Track, Playground, Parking, Lift","Air-Cond, Cooking Allowed, Washing Machine","Persiaran Sepang Off Persiaran Multimedia, Cyberjaya, Selangor",Selangor,Cyberjaya,2025-02-06 10:05,2025-02-06,110026124,,
"RM 1,200 per month","House, For rent",2-storey Terraced House,3,2,900 sq.ft.,Partially Furnished,"Playground, Security","Air-Cond, Cooking Allowed",,Selangor,Sungai Buloh,2025-02-06 10:05,2025-02-06,109993155,,
"RM 2,000 per month","Apartment / Condominium, For rent",Townhouse Condo,3,3,1070 sq.ft.,Fully Furnished,"Parking, Security",,"Off Jalan Batu Kawa, Kuching, Sarawak",Sarawak,Kuching,2025-02-06 10:05,2025-02-06,110025968,,
"RM 2,000 per month","Apartment / Condominium, For rent",Condominium,3,2,1372 sq.ft.,Not Furnished,"Gymnasium, Tennis Court, Jogging Track, Playground, Sauna, Club house, Barbeque area, Multipurpose hall, Parking, Security, Swimming Pool","Air-Cond, Cooking Allowed, Near KTM/LRT","Subang (Saujana Resort), Seksyen U2, Shah Alam, Selangor",Selangor,Shah Alam,2025-02-06 10:05,2025-02-06,108789130,,
"RM 2,000 per month","Apartment / Condominium, For rent",Condominium,3,3,1328 sq.ft.,Fully Furnished,"Gymnasium, Parking, Squash Court, Swimming Pool, Minimart, Playground, Security","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT","Jalan PJU 1A/48, Petaling Jaya, Selangor",Selangor,Petaling Jaya,2025-02-06 10:05,2025-02-06,106651052,3.1138685294388515,101.58042339557618
"RM 1,300 per month","Apartment / Condominium, For rent",Apartment,3,2,926 sq.ft.,Fully Furnished,"Security, Playground, Parking, Lift","Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","No. 2, Jalan 6/38A, Taman Sri Sinar, Segambut, Kuala Lumpur",Kuala Lumpur,Segambut,2025-02-06 10:04,2025-02-06,107519246,3.186130633435432,101.65264181858453
"RM 2,500 per month","House, For rent",2-storey Terraced House,4,3,1700 sq.ft.,Fully Furnished,"Parking, Minimart, Playground","Air-Cond, Cooking Allowed, Washing Machine",,Selangor,Kajang,2025-02-06 10:04,2025-02-06,110026114,,
"RM 1,600 per month","Apartment / Condominium, For rent",Condominium,4,3,1422 sq.ft.,Partially Furnished,"Playground, Gymnasium, Lift, Barbeque area, Parking, Multipurpose hall, Security, Swimming Pool, Tennis Court",,"Jalan PJU 10/1, Damansara Damai, Damansara Damai, Selangor",Selangor,Damansara Damai,2025-02-06 10:04,2025-02-06,110026112,3.191245096361359,101.59116961829653
"RM 2,000 per month","Apartment / Condominium, For rent",Service Residence,3,2,1000 sq.ft.,Fully Furnished,"Gymnasium, Multipurpose hall, Playground, Swimming Pool, Barbeque area, Security, Club house",,"Off JB East Coast Pkwy, Taman Sierra Perdana, Masai, Johor",Johor,Masai,2025-02-06 10:04,2025-02-06,108980949,,
"RM 1,800 per month","Apartment / Condominium, For rent",Apartment,1,1,550 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Persiaran Danga Perdana, Danga Bay, Johor Bahru, Johor",Johor,Johor Bahru,2025-02-06 10:04,2025-02-06,110026110,1.467763139109315,103.7250491807238
"RM 1,800 per month","House, For rent",2-storey Terraced House,4,5,2325 sq.ft.,Partially Furnished,,,,Selangor,Rawang,2025-02-06 10:04,2025-02-06,109745598,,
"RM 1,800 per month","House, For rent",2-storey Terraced House,4,3,1650 sq.ft.,Partially Furnished,,,,Selangor,Rawang,2025-02-06 10:04,2025-02-06,109745354,,
"RM 2,000 per month","Apartment / Condominium, For rent",Townhouse Condo,3,3,1070 sq.ft.,Fully Furnished,"Parking, Security",,"Off Jalan Batu Kawa, Kuching, Sarawak",Sarawak,Kuching,2025-02-06 10:03,2025-02-06,110026102,,
"RM 1,700 per month","House, For rent",2-storey Terraced House,5,3,1600 sq.ft.,Partially Furnished,,,,Selangor,Klang,2025-02-06 10:03,2025-02-06,110026100,,
"RM 1,400 per month","Apartment / Condominium, For rent",Flat,3,2,750 sq.ft.,Partially Furnished,"Parking, Multipurpose hall, Playground","Cooking Allowed, Near KTM/LRT, Washing Machine"," Jalan Plumbum 7/95, Seksyen 7, Shah Alam, Selangor",Selangor,Shah Alam,2025-02-06 10:01,2025-02-06,109860450,3.0681774711202476,101.48085779946253
RM 700 per month,"Apartment / Condominium, For rent",Condominium,3,2,728 sq.ft.,Not Furnished,"Lift, Playground, Parking, Barbeque area, Minimart","Cooking Allowed, Near KTM/LRT, Internet","Jalan Desa Palma, Bandar Baru Nilai, Nilai, Negeri Sembilan",Negeri Sembilan,Nilai,2025-02-06 09:59,2025-02-06,87401951,,
"RM 1,999 per month","Apartment / Condominium, For rent",Service Residence,3,2,800 sq.ft.,Partially Furnished,"Security, Minimart, Gymnasium, Barbeque area, Playground, Swimming Pool, Multipurpose hall, Parking, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT","Jalan 1/27e, Setapak Jaya, Wangsa Maju, Kuala Lumpur",Kuala Lumpur,Wangsa Maju,2025-02-06 09:57,2025-02-06,109522778,3.1939693481232014,101.72668212543824
"RM 1,699 per month","Apartment / Condominium, For rent",Apartment,3,2,850 sq.ft.,Partially Furnished,"Swimming Pool, Sauna, Multipurpose hall, Parking, Security, Playground, Gymnasium, Barbeque area, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT","Lot 30256 & 3952, Jalan Sentul Pasar, Sentul, Kuala Lumpur",Kuala Lumpur,Sentul,2025-02-06 09:57,2025-02-06,109895921,,
"RM 1,600 per month","Apartment / Condominium, For rent",Apartment,3,2,850 sq.ft.,Fully Furnished,"Security, Barbeque area, Multipurpose hall, Playground, Swimming Pool, Lift, Parking, Gymnasium","Air-Cond, Cooking Allowed","Tingkat Betek 6, Taman Sungai Rambai, Bukit Mertajam, Penang",Penang,Bukit Mertajam,2025-02-06 09:57,2025-02-06,109727758,5.360415297269863,100.44791325584018
"RM 1,500 per month","Apartment / Condominium, For rent",Condominium,3,2,1194 sq.ft.,Partially Furnished,"Sauna, Tennis Court, Barbeque area, Gymnasium, Security, Lift, Multipurpose hall, Parking, Swimming Pool","Air-Cond, Cooking Allowed","Jalan Seladang, Bukit Mertajam, Penang",Penang,Bukit Mertajam,2025-02-06 09:57,2025-02-06,109644545,5.3290216,100.4824744
RM 900 per month,"Apartment / Condominium, For rent",Condominium,3,2,650 sq.ft.,Partially Furnished,"Gymnasium, Multipurpose hall, Parking, Security, Playground, Jogging Track, Lift, Barbeque area, Swimming Pool",,"Persiaran Halia 3, Tanjong Tokong, Penang",Penang,Tanjong Tokong,2025-02-06 09:56,2025-02-06,109649215,5.4483468362577625,100.30197504866534
RM 950 per month,"Apartment / Condominium, For rent",Service Residence,1,1,350 sq.ft.,Fully Furnished,"Security, Swimming Pool, Gymnasium, Parking",,"Persiaran Cassia Barat 3, Bandar Cassia, Batu Kawan, Penang",Penang,Batu Kawan,2025-02-06 09:56,2025-02-06,109897011,5.241042966996667,100.44114854926575
"RM 3,000 per month","Apartment / Condominium, For rent",Condominium,3,3,909 sq.ft.,Fully Furnished,"Barbeque area, Security, Playground, Swimming Pool, Gymnasium, Multipurpose hall, Club house",Air-Cond,"Jalan Inderaputra, Stulang Darat, Johor Bahru, Johor",Johor,Johor Bahru,2025-02-06 09:55,2025-02-06,109664783,,
"RM 1,300 per month","Apartment / Condominium, For rent",Apartment,3,2,1050 sq.ft.,Partially Furnished,"Parking, Security, Playground, Swimming Pool, Lift","Air-Cond, Cooking Allowed","Persiaran Laman View, Laman View, Cyber 9, Cyberjaya, Selangor",Selangor,Cyberjaya,2025-02-06 09:55,2025-02-06,110008590,2.903002543315359,101.64081123048611
"RM 2,500 per month","House, For rent",2-storey Terraced House,4,3,2000 sq.ft.,Fully Furnished,,,,Selangor,Shah Alam,2025-02-06 09:55,2025-02-06,110025893,,
"RM 1,200 per month","House, For rent",2-storey Terraced House,2,2,800 sq.ft.,Not Furnished,,Cooking Allowed,,Selangor,Semenyih,2025-02-06 09:54,2025-02-06,108789272,,
RM 650 per month,"Apartment / Condominium, For rent",Apartment,3,2,700 sq.ft.,Not Furnished,"Playground, Parking, Security, Lift, Minimart",Cooking Allowed,"Jalan Eco Majestic 3A/5, Semenyih, Selangor",Selangor,Semenyih,2025-02-06 09:54,2025-02-06,109789730,,
RM 900 per month,"Apartment / Condominium, For rent",Apartment,3,2,1000 sq.ft.,Not Furnished,"Parking, Security, Lift",Cooking Allowed,"Jalan Ecohill 1/2, Setia Ecohill, Semenyih, Selangor",Selangor,Semenyih,2025-02-06 09:54,2025-02-06,109096710,2.922950469162594,101.85062415220165
"RM 2,150 per month","Apartment / Condominium, For rent",Service Residence,3,2,864 sq.ft.,Fully Furnished,"Barbeque area, Parking, Security, Gymnasium, Swimming Pool",,"Jalan Atmosphere Utama 2, Off Jalan Putra Permai, Seri Kembangan, Selangor",Selangor,Seri Kembangan,2025-02-06 09:53,2025-02-06,109867477,,
"RM 2,300 per month","Apartment / Condominium, For rent",Condominium,3,2,1000 sq.ft.,Fully Furnished,"Gymnasium, Jogging Track, Minimart, Security, Playground, Swimming Pool, Parking","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Persiaran Sepang Off Persiaran Multimedia, Cyberjaya, Selangor",Selangor,Cyberjaya,2025-02-06 09:53,2025-02-06,109800319,,
"RM 1,300 per month","House, For rent",2-storey Terraced House,3,3,1200 sq.ft.,Not Furnished,,Cooking Allowed,,Selangor,Semenyih,2025-02-06 09:52,2025-02-06,109599235,,
"RM 2,500 per month","House, For rent",2-storey Terraced House,4,4,1650 sq.ft.,Partially Furnished,"Parking, Security, Playground","Cooking Allowed, Washing Machine, Air-Cond",,Selangor,Sungai Buloh,2025-02-06 09:51,2025-02-06,109684085,,
RM 950 per month,"Apartment / Condominium, For rent",Flat,3,1,650 sq.ft.,Not Furnished,,,"Jalan Sentul, Sentul, Kuala Lumpur",Kuala Lumpur,Sentul,2025-02-06 09:50,2025-02-06,110003920,3.175766565381413,101.69291381683568
"RM 1,250 per month","Apartment / Condominium, For rent",Condominium,3,2,800 sq.ft.,Not Furnished,"Parking, Security, Lift",,"Jalan Sentul Jaya, Off Jalan Sentul, Sentul, Kuala Lumpur",Kuala Lumpur,Sentul,2025-02-06 09:50,2025-02-06,109972238,,
"RM 1,200 per month","Apartment / Condominium, For rent",Condominium,2,2,749 sq.ft.,Partially Furnished,,,"Taman Mas Sepang, Puchong, Selangor",Selangor,Puchong,2025-02-06 09:50,2025-02-06,110025877,,
"RM 1,100 per month","Apartment / Condominium, For rent",Service Residence,1,1,686 sq.ft.,Fully Furnished,"Playground, Squash Court, Barbeque area, Sauna, Security, Lift, Gymnasium, Tennis Court, Parking, Swimming Pool, Jogging Track, Club house, Minimart","Air-Cond, Cooking Allowed","Jalan Saujana Putra, Bandar Saujana Putra, Selangor",Selangor,Bandar Saujana Putra,2025-02-06 09:50,2025-02-06,110025875,2.9447116631418795,101.58690436207732
"RM 1,550 per month","House, For rent",Cluster House,3,2,650 sq.ft.,Not Furnished,,"Cooking Allowed, Near KTM/LRT",,Penang,Bayan Lepas,2025-02-06 09:50,2025-02-06,110025868,,
"RM 1,000 per month","Apartment / Condominium, For rent",Flat,3,1,800 sq.ft.,Fully Furnished,"Playground, Parking","Cooking Allowed, Washing Machine","Off Jalan Impian, Taman Impian Indah, Sungai Buloh, Selangor",Selangor,Sungai Buloh,2025-02-06 09:48,2025-02-06,110025943,,
"RM 1,800 per month","Apartment / Condominium, For rent",Service Residence,3,2,600 sq.ft.,Fully Furnished,"Jogging Track, Lift, Security, Minimart, Gymnasium, Barbeque area, Multipurpose hall, Parking, Playground",,"Jalan Bukit Aliff Utama, Taman Damansara Aliff, Tampoi, Johor",Johor,Tampoi,2025-02-06 09:48,2025-02-06,109301781,,
"RM 1,800 per month","House, For rent",2-storey Terraced House,4,3,1800 sq.ft.,Not Furnished,"Parking, Security, Playground, Jogging Track",,,Negeri Sembilan,Seremban 2,2025-02-06 09:48,2025-02-06,109262003,,
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,2,2,800 sq.ft.,Partially Furnished,"Gymnasium, Swimming Pool, Lift, Parking, Security",,"Jalan Medini Utara 1, Iskandar Puteri, Johor",Johor,Iskandar Puteri,2025-02-06 09:47,2025-02-06,110025936,1.4305143484431648,103.63011171381208
"RM 2,500 per month","House, For rent",1-storey Terraced House,4,2,2000 sq.ft.,Partially Furnished,,,,Johor,Skudai,2025-02-06 09:47,2025-02-06,110025934,,
"RM 2,200 per month","Apartment / Condominium, For rent",Service Residence,3,2,1000 sq.ft.,Fully Furnished,"Playground, Gymnasium, Sauna, Security, Minimart, Barbeque area, Parking, Multipurpose hall",,"Jalan Suria Muafakat Utama, Off Jalan Tun Razak, Johor Bahru, Johor",Johor,Johor Bahru,2025-02-06 09:47,2025-02-06,110025933,,
