monthly_rent,category_id,property_type,rooms,bathroom,size,furnished,facilities,state,region,publishedDatetime,ads_id,latitude,longitude,additional_facilities,address
"RM 1,600 per month","Apartment / Condominium, For rent",Condominium,4,3,1012 sq.ft.,Not Furnished,"Security, Playground, Gymnasium, Parking, Swimming Pool, Lift, Multipurpose hall",Selangor,Rawang,2025-01-28 16:30,109950692,,,Air-Cond,"Off Jalan SJ 7, Taman Setia Jaya, Rawang, Selangor"
"RM 1,400 per month","House, For rent",2-storey Terraced House,4,3,1295 sq.ft.,Partially Furnished,"Security, Parking",Selangor,Puncak Alam,2025-01-28 16:28,108351077,,,,
"RM 2,000 per month","Apartment / Condominium, For rent",Condominium,2,2,921 sq.ft.,Fully Furnished,"Parking, Gymnasium, Tennis Court, Multipurpose hall, Playground, Swimming Pool, Barbeque area, Security, Lift, Sauna, Minimart, Jogging Track, Club house, Squash Court",Johor,Johor Bahru,2025-01-28 16:25,109950661,1.467763139109315,103.7250491807238,"Air-Cond, Cooking Allowed, Washing Machine, Internet","Persiaran Danga Perdana, Danga Bay, Johor Bahru, Johor"
"RM 2,300 per month","Apartment / Condominium, For rent",Condominium,3,2,850 sq.ft.,Fully Furnished,"Jogging Track, Barbeque area, Security, Swimming Pool, Multipurpose hall, Parking, Playground, Gymnasium, Lift, Minimart",Kuala Lumpur,Setapak,2025-01-28 16:24,109622973,3.209777238638787,101.70515816861469,"Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Jalan Gombak, Setapak, Kuala Lumpur"
"RM 1,000 per month","House, For rent",2-storey Terraced House,4,3,2400 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",Negeri Sembilan,Bandar Sri Sendayan,2025-01-28 16:23,109950747,,,"Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",
"RM 2,500 per month","House, For rent",2-storey Terraced House,4,3,1200 sq.ft.,Fully Furnished,"Parking, Security, Playground",Selangor,Kota Kemuning,2025-01-28 16:22,109585754,,,"Air-Cond, Cooking Allowed, Washing Machine, Internet",
"RM 1,000 per month","House, For rent",1-storey Terraced House,3,2,1400 sq.ft.,Not Furnished,,Selangor,Kajang,2025-01-28 16:22,109950740,,,,
"RM 1,300 per month","Apartment / Condominium, For rent",Apartment,3,2,1000 sq.ft.,Fully Furnished,"Parking, Minimart, Lift, Security",Terengganu,Kuala Terengganu,2025-01-28 16:22,109950734,,,"Air-Cond, Washing Machine","Jalan Sultan Sulaiman, Kampung Ladang Sekolah, Kuala Terengganu, Terengganu"
"RM 2,100 per month","Apartment / Condominium, For rent",Service Residence,3,2,1300 sq.ft.,Fully Furnished,"Parking, Playground, Minimart, Swimming Pool, Squash Court, Jogging Track, Security, Gymnasium, Sauna",Selangor,Cheras,2025-01-28 16:21,109795937,3.07217395,101.7693169416203,"Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Batu 9, Cheras, Selangor"
"RM 1,450 per month","House, For rent",2-storey Terraced House,3,3,1400 sq.ft.,Fully Furnished,,Selangor,Semenyih,2025-01-28 16:18,109795814,,,Air-Cond,
"RM 1,300 per month","Apartment / Condominium, For rent",Service Residence,1,1,550 sq.ft.,Partially Furnished,"Playground, Security, Jogging Track, Barbeque area, Multipurpose hall, Parking, Swimming Pool, Gymnasium, Lift",Selangor,Cheras,2025-01-28 16:18,109795793,3.0325128205375935,101.76316837866979,Near KTM/LRT,"Jalan Suakasih, Cheras, Selangor"
RM 550 per month,"Apartment / Condominium, For rent",Studio,1,1,600 sq.ft.,Partially Furnished,Parking,Selangor,Kajang,2025-01-28 16:18,109950693,,,Cooking Allowed,
"RM 1,000 per month","House, For rent",2-storey Terraced House,4,4,2300 sq.ft.,Not Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",Negeri Sembilan,Seremban,2025-01-28 16:16,109950687,,,"Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",
"RM 1,200 per month","House, For rent",1-storey Terraced House,3,2,1540 sq.ft.,Partially Furnished,,Negeri Sembilan,Nilai,2025-01-28 16:14,109950672,,,,
RM 950 per month,"Apartment / Condominium, For rent",Apartment,3,2,1005 sq.ft.,Partially Furnished,"Jogging Track, Security, Lift, Parking, Playground",Selangor,Kajang,2025-01-28 16:14,109950668,,,"Air-Cond, Cooking Allowed","Jalan Mutiara 4, Prima Saujana, Kajang, Selangor"
"RM 2,100 per month","House, For rent",Others,3,2,950 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall, Minimart, Jogging Track",Selangor,Bangi,2025-01-28 16:13,109110379,,,"Air-Cond, Cooking Allowed, Washing Machine",
"RM 1,250 per month","Apartment / Condominium, For rent",Service Residence,1,1,450 sq.ft.,Fully Furnished,"Sauna, Barbeque area, Minimart, Swimming Pool, Security, Gymnasium",Kuala Lumpur,Sri Hartamas,2025-01-28 16:13,109398890,3.163678097048121,101.65857703838897,,"Jalan Sri Hartamas 17, Taman Sri Hartamas, Sri Hartamas, Kuala Lumpur"
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,2,1,656 sq.ft.,Partially Furnished,"Parking, Swimming Pool, Security, Jogging Track, Lift, Playground, Barbeque area",Selangor,Bangi,2025-01-28 16:10,109950485,,,Air-Cond,"Off Lebuhraya Utara Selatan, Southville City, Bangi, Selangor"
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,1,1,435 sq.ft.,Fully Furnished,"Gymnasium, Tennis Court, Multipurpose hall, Security, Playground, Parking, Swimming Pool, Sauna",Melaka,Melaka City,2025-01-28 16:08,107992173,,,,"Jalan Persisiran Bunga Raya, Melaka City, Melaka"
"RM 1,800 per month","Apartment / Condominium, For rent",Condominium,3,2,921 sq.ft.,Fully Furnished,"Security, Playground, Gymnasium, Sauna, Parking, Lift, Swimming Pool, Club house, Minimart, Barbeque area, Multipurpose hall, Tennis Court, Jogging Track, Squash Court",Johor,Johor Bahru,2025-01-28 16:05,109950383,1.504612,103.7185916,"Air-Cond, Cooking Allowed, Washing Machine, Internet","Jalan Tahana, Kawasan Perindustrian Tampoi, Johor Bahru, Johor"
"RM 1,300 per month","Apartment / Condominium, For rent",Service Residence,1,1,450 sq.ft.,Fully Furnished,"Parking, Swimming Pool, Security, Multipurpose hall",Melaka,Melaka Raya,2025-01-28 16:04,108912503,,,,"Off Jalan Syed Abdul Aziz, Melaka Raya, Melaka"
"RM 1,690 per month","Apartment / Condominium, For rent",Condominium,1,1,740 sq.ft.,Fully Furnished,"Swimming Pool, Lift, Multipurpose hall, Parking, Jogging Track, Security, Gymnasium, Barbeque area, Playground",Penang,Batu Kawan,2025-01-28 16:04,109950596,5.2373648,100.4367044,,"Persiaran Cassia Barat 6, Bandar Cassia, Batu Kawan, Penang"
"RM 1,350 per month","Apartment / Condominium, For rent",Apartment,3,2,900 sq.ft.,Partially Furnished,"Playground, Swimming Pool, Parking, Minimart, Jogging Track, Security, Lift, Multipurpose hall",Selangor,Seri Kembangan,2025-01-28 16:03,109950594,,,"Cooking Allowed, Air-Cond, Near KTM/LRT, Internet","Persiaran Permai Sentosa, Taman Prima Tropika, Seri Kembangan, Selangor"
"RM 1,000 per month","House, For rent",1-storey Terraced House,4,2,1400 sq.ft.,Not Furnished,Playground,Negeri Sembilan,Senawang,2025-01-28 16:03,109950593,,,,
RM 600 per month,"House, For rent",Terraced House,3,2,1200 sq.ft.,Partially Furnished,"Parking, Playground, Minimart",Perak,Tronoh,2025-01-28 16:02,109950574,,,"Air-Cond, Cooking Allowed",
"RM 2,500 per month","Apartment / Condominium, For rent",Service Residence,1,1,500 sq.ft.,Fully Furnished,"Playground, Lift, Barbeque area, Security, Minimart, Swimming Pool, Gymnasium, Parking, Jogging Track, Sauna",Kuala Lumpur,Bangsar,2025-01-28 16:01,109950557,,,"Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Jalan Tandok, Off Jalan Maarof, Bangsar, Kuala Lumpur"
"RM 1,790 per month","Apartment / Condominium, For rent",Condominium,3,2,1205 sq.ft.,Fully Furnished,"Security, Sauna, Multipurpose hall, Playground, Gymnasium, Jogging Track, Parking, Lift, Barbeque area, Swimming Pool",Selangor,Bandar Kinrara,2025-01-28 16:01,109786636,,,"Air-Cond, Cooking Allowed","Off Jalan Bukit Jalil Indah, Bandar Kinrara, Bandar Kinrara, Selangor"
"RM 1,000 per month","House, For rent",1-storey Terraced House,4,3,2500 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",Negeri Sembilan,Seremban,2025-01-28 16:01,109950538,,,"Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",
"RM 1,200 per month","Apartment / Condominium, For rent",Apartment,3,2,750 sq.ft.,Fully Furnished,"Parking, Swimming Pool, Multipurpose hall, Security, Lift",Selangor,Shah Alam,2025-01-28 16:01,109818050,3.11494575,101.47024490000001,"Air-Cond, Cooking Allowed","Jalan Setia Perdana U13/28, Alam Nusantara, Shah Alam, Selangor"
"RM 2,800 per month","Apartment / Condominium, For rent",Apartment,3,2,923 sq.ft.,Fully Furnished,"Security, Lift, Multipurpose hall, Parking, Playground",Kuala Lumpur,Brickfields,2025-01-28 15:57,109495540,,,"Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan Thamby Abdullah 1, Off Jalan Tun Sambanthan 1, Brickfields, Kuala Lumpur"
"RM 2,600 per month","Apartment / Condominium, For rent",Condominium,3,3,988 sq.ft.,Fully Furnished,"Swimming Pool, Lift, Barbeque area, Multipurpose hall, Parking, Security, Playground, Gymnasium, Sauna, Minimart, Jogging Track, Club house, Squash Court, Tennis Court",Johor,Johor Bahru,2025-01-28 15:55,109950302,,,"Air-Cond, Washing Machine, Internet, Cooking Allowed","Off Lebuh Skudai, Johor Bahru, Johor"
"RM 1,200 per month","House, For rent",2-storey Terraced House,4,4,1700 sq.ft.,Not Furnished,,Negeri Sembilan,Seremban,2025-01-28 15:52,109582124,,,,
"RM 1,650 per month","Apartment / Condominium, For rent",Condominium,3,2,945 sq.ft.,Partially Furnished,"Swimming Pool, Lift, Playground, Barbeque area, Minimart, Parking, Security",Selangor,Ampang,2025-01-28 15:51,109879567,,,Washing Machine,"Jalan Pandan Mewah, Taman Pandan Mewah, Ampang, Selangor"
"RM 1,500 per month","House, For rent",2-storey Terraced House,4,3,1800 sq.ft.,Partially Furnished,,Selangor,Bandar Puteri Klang,2025-01-28 15:51,109950386,,,,
RM 650 per month,"Apartment / Condominium, For rent",Apartment,3,2,660 sq.ft.,Not Furnished,"Parking, Jogging Track, Playground, Minimart",Selangor,Puchong,2025-01-28 15:51,109950385,,,,"Jalan Taman Kinrara 4/5, Taman Kinrara Section 4, Puchong, Selangor"
"RM 2,000 per month","House, For rent",2-storey Terraced House,4,3,1600 sq.ft.,Fully Furnished,,Johor,Masai,2025-01-28 15:50,109950379,,,,
"RM 1,200 per month","Apartment / Condominium, For rent",Studio,1,1,400 sq.ft.,Fully Furnished,"Parking, Security, Swimming Pool, Lift, Gymnasium, Barbeque area, Minimart",Selangor,Petaling Jaya,2025-01-28 15:50,109482386,,,"Air-Cond, Internet, Cooking Allowed",
"RM 1,500 per month","Apartment / Condominium, For rent",Apartment,3,2,900 sq.ft.,Not Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",Kuala Lumpur,Desa Pandan,2025-01-28 15:50,109950273,3.141893298664293,101.73701410519348,Air-Cond,"Lorong Delapan, Kampung Pandan, Desa Pandan, Kuala Lumpur"
"RM 2,600 per month","Apartment / Condominium, For rent",Condominium,3,3,988 sq.ft.,Fully Furnished,"Swimming Pool, Lift, Parking, Security, Playground, Gymnasium, Sauna, Minimart, Club house, Squash Court, Tennis Court, Jogging Track, Multipurpose hall, Barbeque area",Johor,Johor Bahru,2025-01-28 15:50,109950281,,,"Air-Cond, Cooking Allowed, Washing Machine, Internet","Off Lebuh Skudai, Johor Bahru, Johor"
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,2,1,450 sq.ft.,Fully Furnished,"Gymnasium, Squash Court, Security, Swimming Pool, Multipurpose hall, Sauna",Selangor,Shah Alam,2025-01-28 15:50,109950274,3.0754387,101.5508405,"Air-Cond, Washing Machine","Jalan Boling Padang 13/62, Seksyen 13, Shah Alam, Selangor"
"RM 1,700 per month","Apartment / Condominium, For rent",Service Residence,3,2,930 sq.ft.,Partially Furnished,"Parking, Jogging Track, Playground, Barbeque area, Multipurpose hall, Security, Minimart, Swimming Pool, Gymnasium",Kuala Lumpur,Wangsa Maju,2025-01-28 15:49,109950372,3.1939693481232014,101.72668212543824,,"Jalan 1/27e, Setapak Jaya, Wangsa Maju, Kuala Lumpur"
"RM 1,200 per month","House, For rent",2-storey Terraced House,4,3,1400 sq.ft.,Partially Furnished,Parking,Perak,Taiping,2025-01-28 15:49,109950370,,,"Air-Cond, Cooking Allowed, Washing Machine",
"RM 2,400 per month","Apartment / Condominium, For rent",Condominium,3,2,921 sq.ft.,Fully Furnished,"Security, Swimming Pool, Tennis Court, Multipurpose hall, Playground, Sauna, Parking, Jogging Track, Barbeque area, Lift, Gymnasium, Minimart, Club house, Squash Court",Johor,Johor Bahru,2025-01-28 15:47,109950343,1.5238756,103.7832364,"Air-Cond, Cooking Allowed, Washing Machine, Internet","Jalan Molek 1/27, Taman Molek, Johor Bahru, Johor"
"RM 3,500 per month","Apartment / Condominium, For rent",Service Residence,1,1,747 sq.ft.,Fully Furnished,"Parking, Gymnasium, Barbeque area, Swimming Pool, Playground, Lift, Security",Kuala Lumpur,Keramat,2025-01-28 15:46,109879562,,,"Air-Cond, Washing Machine, Cooking Allowed","Jalan Jelatek, Taman Keramat, Keramat, Kuala Lumpur"
"RM 1,000 per month","House, For rent",2-storey Terraced House,4,3,1500 sq.ft.,Partially Furnished,,Johor,Kota Tinggi,2025-01-28 15:46,109950337,,,,
"RM 2,100 per month","Apartment / Condominium, For rent",Apartment,2,2,820 sq.ft.,Fully Furnished,"Parking, Swimming Pool, Gymnasium, Lift, Security, Barbeque area, Playground, Tennis Court, Multipurpose hall",Johor,Johor Bahru,2025-01-28 15:45,109950259,,,,"Jalan Sutera Kuning, Taman Perling, Johor Bahru, Johor"
"RM 2,299 per month","Apartment / Condominium, For rent",Condominium,3,2,921 sq.ft.,Fully Furnished,"Playground, Gymnasium, Lift, Jogging Track, Parking, Security, Swimming Pool, Barbeque area, Sauna, Minimart, Multipurpose hall, Club house, Squash Court, Tennis Court",Johor,Iskandar Puteri,2025-01-28 15:45,109950251,1.41681320346336,103.6259018211685,"Air-Cond, Cooking Allowed, Washing Machine, Internet","Persiaran Medini Sentral 1, Iskandar Puteri, Johor"
RM 900 per month,"Apartment / Condominium, For rent",Apartment,3,2,1000 sq.ft.,Not Furnished,"Playground, Jogging Track, Lift, Parking, Security, Minimart, Multipurpose hall",Selangor,Puncak Alam,2025-01-28 15:44,109950328,,,Cooking Allowed,"Jalan Myra Alam 1, Taman Myra Alam, Puncak Alam, Selangor"
RM 950 per month,"House, For rent",1-storey Terraced House,3,2,1500 sq.ft.,Partially Furnished,,Johor,Kota Tinggi,2025-01-28 15:43,109950317,,,,
"RM 2,500 per month","House, For rent",Others,2,1,600 sq.ft.,Fully Furnished,"Parking, Security, Lift, Playground, Gymnasium, Minimart, Barbeque area, Swimming Pool, Club house, Jogging Track",Kuala Lumpur,Bangsar,2025-01-28 15:41,109950315,,,"Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",
"RM 3,500 per month","House, For rent",Semi-Detached House,6,6,4300 sq.ft.,Not Furnished,"Parking, Security, Playground",Selangor,Alam Impian,2025-01-28 15:39,109146968,,,"Air-Cond, Cooking Allowed",
"RM 1,300 per month","House, For rent",Semi-Detached House,4,2,2765 sq.ft.,Not Furnished,"Parking, Playground",Selangor,Shah Alam,2025-01-28 15:35,109950269,,,Air-Cond,
"RM 1,450 per month","House, For rent",2-storey Terraced House,4,3,2700 sq.ft.,Not Furnished,"Parking, Playground, Jogging Track, Minimart",Penang,Bertam,2025-01-28 15:34,109950263,,,,
"RM 1,100 per month","Apartment / Condominium, For rent",Apartment,4,2,1000 sq.ft.,Partially Furnished,"Security, Lift, Parking, Playground, Multipurpose hall, Minimart",Kuala Lumpur,Kepong,2025-01-28 15:34,109950261,,,Near KTM/LRT,"Off Jalan Lingkaran Tengah 2, Pekan Kepong, Kepong, Kuala Lumpur"
"RM 2,500 per month","House, For rent",2-storey Terraced House,4,3,1500 sq.ft.,Partially Furnished,"Parking, Security, Playground, Minimart, Barbeque area, Gymnasium, Jogging Track",Selangor,Cyberjaya,2025-01-28 15:33,109524464,,,"Cooking Allowed, Washing Machine, Near KTM/LRT",
"RM 2,200 per month","House, For rent",3-storey Terraced House,5,5,3000 sq.ft.,Partially Furnished,,Penang,Batu Maung,2025-01-28 15:33,108488581,,,,
"RM 1,200 per month","Apartment / Condominium, For rent",Apartment,3,2,750 sq.ft.,Not Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Jogging Track, Multipurpose hall",Selangor,Petaling Jaya,2025-01-28 15:30,109950099,,,Near KTM/LRT,"Jalan PJS8/9, Petaling Jaya, Selangor"
"RM 1,800 per month","Apartment / Condominium, For rent",Condominium,3,2,1010 sq.ft.,Fully Furnished,"Swimming Pool, Gymnasium, Playground, Jogging Track, Security, Minimart, Barbeque area, Multipurpose hall",Selangor,Cyberjaya,2025-01-28 15:29,109950232,,,"Air-Cond, Washing Machine","Lot 108634, Persiaran Sepang, Cyber 11, Cyberjaya, Selangor"
"RM 2,200 per month","House, For rent",2-storey Terraced House,4,2,1200 sq.ft.,Partially Furnished,,Johor,Setia Indah,2025-01-28 15:28,109657792,,,,
"RM 2,000 per month","Apartment / Condominium, For rent",Condominium,3,2,850 sq.ft.,Partially Furnished,"Jogging Track, Parking, Tennis Court, Gymnasium, Barbeque area, Sauna, Security, Playground, Swimming Pool, Lift, Minimart, Multipurpose hall",Penang,Tanjong Tokong,2025-01-28 15:26,109950214,,,"Air-Cond, Cooking Allowed, Washing Machine","Jalan Seri Tanjung Pinang 1, Seri Tanjung Pinang, Tanjong Tokong, Penang"
"RM 2,600 per month","Apartment / Condominium, For rent",Condominium,4,2,1084 sq.ft.,Fully Furnished,"Security, Gymnasium, Barbeque area, Multipurpose hall, Playground, Swimming Pool, Parking, Lift, Sauna, Minimart, Jogging Track, Club house, Tennis Court, Squash Court",Johor,Johor Bahru,2025-01-28 15:26,109894290,1.5000579009139072,103.79024882266745,"Air-Cond, Internet, Cooking Allowed, Washing Machine","Jalan Bayu Puteri 3/1, Johor Bahru, Johor"
"RM 1,400 per month","House, For rent",Terraced House,4,1,1800 sq.ft.,Not Furnished,"Parking, Playground, Minimart",Penang,Perai,2025-01-28 15:26,109950209,,,"Cooking Allowed, Near KTM/LRT",
"RM 1,100 per month","Apartment / Condominium, For rent",Flat,3,1,650 sq.ft.,Not Furnished,Minimart,Selangor,Batu Caves,2025-01-28 15:25,109950208,3.246452072941489,101.69642829257465,,"Jalan 1, Taman Industri Bolton, Batu Caves, Selangor"
"RM 1,950 per month","Apartment / Condominium, For rent",Condominium,4,2,1200 sq.ft.,Fully Furnished,"Lift, Playground, Parking, Security, Swimming Pool, Gymnasium, Club house, Jogging Track, Barbeque area, Minimart, Multipurpose hall",Kuala Lumpur,Cheras,2025-01-28 15:25,109428986,3.103171616183913,101.74453792245014,"Air-Cond, Cooking Allowed, Washing Machine","Jalan Ketumbar, Taman Cheras, Cheras, Kuala Lumpur"
"RM 2,800 per month","House, For rent",2-storey Terraced House,4,4,2410 sq.ft.,Fully Furnished,"Parking, Security, Playground, Jogging Track",Selangor,Denai Alam,2025-01-28 15:25,109950064,,,"Air-Cond, Cooking Allowed",
"RM 1,700 per month","Apartment / Condominium, For rent",Apartment,3,2,1000 sq.ft.,Partially Furnished,Security,Johor,Skudai,2025-01-28 15:25,109950066,,,,"Jalan Setia Tropika Utama, Skudai, Johor"
RM 750 per month,"Apartment / Condominium, For rent",Apartment,3,1,650 sq.ft.,Not Furnished,"Parking, Minimart",Selangor,Seri Kembangan,2025-01-28 15:24,103535720,3.0367499000000002,101.70715848490092,"Cooking Allowed, Near KTM/LRT","Taman Serdang Perdana, Seri Kembangan, Selangor"
"RM 1,100 per month","Apartment / Condominium, For rent",Service Residence,3,2,842 sq.ft.,Partially Furnished,"Playground, Gymnasium, Parking, Security, Minimart, Swimming Pool, Multipurpose hall, Lift",Selangor,Puncak Alam,2025-01-28 15:24,109431951,3.238953188028939,101.44780297706075,Air-Cond,"Jalan PPAJ 5, Pusat Perdagangan Alam Jaya, Puncak Alam, Selangor"
"RM 1,500 per month","Apartment / Condominium, For rent",Apartment,2,2,1100 sq.ft.,Partially Furnished,"Playground, Gymnasium, Multipurpose hall, Parking, Security, Swimming Pool, Barbeque area, Jogging Track",Johor,Masai,2025-01-28 15:23,109657849,1.4784912549778955,103.87095977157838,,"Jalan Sierra Perdana, Taman Sierra Perdana, Masai, Johor"
RM 659 per month,"Apartment / Condominium, For rent",Apartment,3,2,650 sq.ft.,Not Furnished,"Minimart, Playground, Security, Lift, Parking, Swimming Pool, Gymnasium, Sauna, Barbeque area, Multipurpose hall, Club house, Jogging Track",Selangor,Damansara Damai,2025-01-28 15:23,104266899,3.1934705965950347,101.58494434540214,"Cooking Allowed, Near KTM/LRT","Jalan Pju 10/4C, Damansara Damai, Selangor"
"RM 1,399 per month","Apartment / Condominium, For rent",Condominium,3,2,1059 sq.ft.,Partially Furnished,"Swimming Pool, Lift, Multipurpose hall, Parking, Security, Gymnasium, Playground, Sauna, Barbeque area, Jogging Track, Tennis Court",Selangor,Seri Kembangan,2025-01-28 15:20,109009974,,,"Air-Cond, Cooking Allowed, Near KTM/LRT","Persiaran Dr George Lim Ah Soo, Taman Equine, Seri Kembangan, Selangor"
