ads_id,prop_name,completion_year,monthly_rent,location,property_type,rooms,parking,bathroom,size,furnished,facilities,additional_facilities
105444561,The Clio Residences,2017,"RM 2,900 per month",Putrajaya - Putrajaya,Service Residence,3,2,2,1410 sq.ft.,Fully Furnished,"Minimart, Barbeque area, Parking, Swimming Pool, Multipurpose hall, Security, Playground, Gymnasium, Lift","Air-Cond, Cooking Allowed, Washing Machine"
105882512,Setia Seraya Residence,2021,"RM 2,100 per month",Putrajaya - Putrajaya,Condominium,3,2,2,1002 sq.ft.,Partially Furnished,"Security, Parking, Jogging Track, Club house, Playground, Gymnasium, Barbeque area, Multipurpose hall, Swimming Pool, Lift","Air-Cond, Cooking Allowed"
105087216,Shaftsbury Avenue,2018,"RM 2,000 per month",Putrajaya - Putrajaya,Service Residence,2,,1,650 sq.ft.,Fully Furnished,"Gymnasium, Squash Court, Barbeque area, Swimming Pool, Security, Sauna, Minimart, Jogging Track, Lift, Parking, Tennis Court","Air-Cond, Cooking Allowed, Washing Machine"
105461055,Antara Residence,2022,"RM 1,600 per month",Putrajaya - Putrajaya,Service Residence,3,2,2,1205 sq.ft.,Fully Furnished,"Security, Swimming Pool, Jogging Track, Club house, Gymnasium, Playground, Multipurpose hall, Parking",
105857445,Pangsapuri Putra Harmoni @ Presint 9,,RM 250 per month,Putrajaya - Putrajaya,Apartment,3,,1,700 sq.ft.,Partially Furnished,"Lift, Parking, Playground","Washing Machine, Cooking Allowed"
105850907,Putra Damai,,"RM 1,100 per month",Putrajaya - Putrajaya,Flat,3,,2,750 sq.ft.,Not Furnished,"Parking, Minimart, Lift, Playground","Cooking Allowed, Near KTM/LRT"
105842738,"PPA1M Jintan, Presint 16",,"RM 1,700 per month",Putrajaya - Putrajaya,Apartment,3,1,2,1200 sq.ft.,Fully Furnished,"Playground, Parking, Security, Lift, Multipurpose hall, Barbeque area, Minimart",
105828723,PPAM Dalur Presint 18 Putrajaya,,"RM 1,300 per month",Putrajaya - Putrajaya,Apartment,3,1,2,1000 sq.ft.,Partially Furnished,"Parking, Security, Lift, Playground, Multipurpose hall",Cooking Allowed
105617395,Flora Rosa,2021,"RM 3,000 per month",Putrajaya - Putrajaya,Condominium,3,2,2,1080 sq.ft.,Fully Furnished,"Playground, Gymnasium, Security, Jogging Track, Swimming Pool, Parking, Lift, Minimart, Barbeque area, Multipurpose hall",
105802569,PPA1M Pudina,2018,"RM 1,550 per month",Putrajaya - Putrajaya,Apartment,3,1,2,1200 sq.ft.,Fully Furnished,"Parking, Playground, Security, Lift, Minimart, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine"
105799931,The Clio 2 Residences,2021,"RM 3,500 per month",Putrajaya - Putrajaya,Service Residence,3,1,2,904 sq.ft.,Fully Furnished,"Sauna, Multipurpose hall, Parking, Gymnasium, Swimming Pool, Lift, Barbeque area, Security, Playground","Air-Cond, Cooking Allowed"
105772682,The Clio 2 Residences,2021,"RM 3,000 per month",Putrajaya - Putrajaya,Service Residence,3,2,2,947 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Multipurpose hall","Air-Cond, Cooking Allowed"
105767203,Antara Residence,2022,"RM 1,800 per month",Putrajaya - Putrajaya,Service Residence,3,1,2,924 sq.ft.,Not Furnished,"Club house, Swimming Pool, Multipurpose hall, Security, Playground, Gymnasium, Parking, Jogging Track",Air-Cond
105749318,Dwiputra Residences,2017,"RM 1,900 per month",Putrajaya - Putrajaya,Condominium,3,2,3,1200 sq.ft.,Fully Furnished,"Swimming Pool, Security, Lift, Playground, Gymnasium, Multipurpose hall, Parking",
105745497,Saujana Aster,2016,"RM 1,200 per month",Putrajaya - Putrajaya,Condominium,3,1,2,850 sq.ft.,Partially Furnished,"Barbeque area, Playground, Swimming Pool, Multipurpose hall, Parking, Security",Cooking Allowed
105736252,Antara Residence,2022,"RM 1,800 per month",Putrajaya - Putrajaya,Service Residence,3,,2,924 sq.ft.,Partially Furnished,"Parking, Playground, Swimming Pool, Gymnasium, Club house, Jogging Track, Security, Multipurpose hall",Air-Cond
105734765,PPA1M Pudina,2018,"RM 1,600 per month",Putrajaya - Putrajaya,Apartment,3,1,2,1200 sq.ft.,Fully Furnished,"Parking, Playground, Lift, Multipurpose hall",
105730461,PPA1M Pudina,2018,"RM 1,650 per month",Putrajaya - Putrajaya,Apartment,3,1,2,1200 sq.ft.,Fully Furnished,"Playground, Parking, Lift, Minimart, Multipurpose hall, Tennis Court, Jogging Track, Security","Cooking Allowed, Near KTM/LRT, Washing Machine, Air-Cond"
105496593,Antara Residence,2022,"RM 1,600 per month",Putrajaya - Putrajaya,Service Residence,2,1,2,819 sq.ft.,Partially Furnished,"Parking, Playground, Gymnasium, Swimming Pool, Multipurpose hall, Security, Jogging Track, Club house",
105721817,PPA1M Pudina,2018,"RM 1,600 per month",Putrajaya - Putrajaya,Apartment,3,1,2,1200 sq.ft.,Fully Furnished,"Parking, Playground, Security, Lift, Minimart, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine"
105697988,Antara Residence,2022,"RM 1,800 per month",Putrajaya - Putrajaya,Service Residence,3,1,2,924 sq.ft.,Partially Furnished,"Multipurpose hall, Swimming Pool, Playground, Gymnasium, Club house, Security, Parking, Lift, Barbeque area","Air-Cond, Cooking Allowed, Near KTM/LRT"
105693856,Alam Desa @ Park Village,2011,"RM 2,000 per month",Putrajaya - Putrajaya,Condominium,3,2,3,1400 sq.ft.,Partially Furnished,"Barbeque area, Security, Jogging Track, Swimming Pool, Gymnasium, Multipurpose hall, Club house, Playground, Parking, Lift, Minimart","Air-Cond, Cooking Allowed"
