ads_id,prop_name,completion_year,monthly_rent,location,property_type,rooms,parking,bathroom,size,furnished,facilities,additional_facilities
106091646,The Oasis,2010,"RM 1,500 per month",Penang - Gelugor,Condominium,3,1,2,1113 sq.ft.,Partially Furnished,"Barbeque area, Gymnasium, Parking, Swimming Pool, Squash Court, Security, Lift, Playground","Air-Cond, Cooking Allowed"
106090752,Meritus Residensi,2016,"RM 1,200 per month",Penang - Perai,Service Residence,1,1,1,420 sq.ft.,Fully Furnished,"Gymnasium, Barbeque area, Playground, Security, Sauna, Lift, Swimming Pool, Parking, Club house, Jogging Track, Minimart, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet"
106090503,Scotland Villas,2004,"RM 7,500 per month",Penang - Georgetown,Condominium,5,,5,4650 sq.ft.,Fully Furnished,"Parking, Playground, Swimming Pool, Gymnasium, Security, Lift, Sauna, Barbeque area, Multipurpose hall, Tennis Court","Air-Cond, Washing Machine, Internet, Cooking Allowed"
105948869,Skyridge Garden @ Tanjung Tokong,2019,"RM 2,000 per month",Penang - Tanjong Tokong,Condominium,3,3,2,1450 sq.ft.,Not Furnished,"Playground, Swimming Pool, Lift, Barbeque area, Security, Sauna, Gymnasium, Parking, Jogging Track, Minimart, Club house, Tennis Court, Multipurpose hall, Squash Court",Cooking Allowed
105137724,Sensasi @ Utropolis,2020,"RM 1,100 per month",Penang - Batu Kawan,Service Residence,1,1,1,410 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine"
106083918,Ferringhi Residence,2016,"RM 2,200 per month",Penang - Batu Ferringhi,Condominium,4,2,4,1510 sq.ft.,Fully Furnished,"Security, Barbeque area, Gymnasium, Playground, Swimming Pool, Parking, Lift","Air-Cond, Cooking Allowed, Washing Machine"
106004644,The Light Linear @ The Light Waterfront,2012,"RM 2,500 per month",Penang - Gelugor,Condominium,3,2,3,1475 sq.ft.,Fully Furnished,"Tennis Court, Barbeque area, Multipurpose hall, Gymnasium, Parking, Playground, Jogging Track, Lift, Security, Swimming Pool",
105792612,Kayangan Puri Mutiara (KPM),1993,"RM 1,400 per month",Penang - Tanjong Tokong,Apartment,3,1,2,786 sq.ft.,Fully Furnished,"Jogging Track, Parking, Playground, Minimart, Swimming Pool, Tennis Court, Security, Gymnasium, Barbeque area",
106072724,Andaman @ Quayside,2017,"RM 4,000 per month",Penang - Tanjong Tokong,Condominium,1,1,1,1123 sq.ft.,Fully Furnished,"Swimming Pool, Tennis Court, Jogging Track, Barbeque area, Playground, Gymnasium, Multipurpose hall, Club house, Security",
101491636,Exo Residences @ Juru Sentral,2018,"RM 1,700 per month",Penang - Bukit Mertajam,Condominium,1,1,1,600 sq.ft.,Fully Furnished,"Parking, Gymnasium, Sauna, Security, Lift, Barbeque area, Swimming Pool, Playground, Minimart, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine"
